yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet,Tweet_Preprocessed,sentiment,score,Ner_results
12,153,198,9,5244,@HankishTwitZone,Hank,11s,"Jesus & Last Supper mocked by transgender freaks at Olympics!

Men allowed to compete against women killing women sports!

Indoctrinating & grooming children into homosexuality!

Irreversible genital mutilating sex-change surgeries for children!

GOD needs to make ORDER again!!",jesus last supper mock by transgend freak at olymp men allow to compet against women kill women sport indoctrin groom children into homosexu irrevers genit mutil sexchang surgeri for children god need to make order again,negative,0.888798177242279,"[{'entity': 'PER', 'word': 'Jesus'}, {'entity': 'PER', 'word': 'Last Supper'}]"
16,69,318,10,35726,@SamsungMobile,Samsung Mobile,11s,"Victory Selfies on the #GalaxyZFlip6 Olympic Edition with your winning squad? Been there, done that  #Paris2024 #Samsung #OfficialPartner",victori selfi on the olymp edit with your win squad been there done that,neutral,0.7645998001098633,"[{'entity': 'ORG', 'word': 'Victory Self'}, {'entity': 'MISC', 'word': 'GalaxyZFlip6'}, {'entity': 'MISC', 'word': 'Olympic Edition'}, {'entity': 'LOC', 'word': 'Paris'}]"
33,71,579,26,50706,@MyLordBebo,Lord Bebo,11s,"Ireland's Kellie Harrington defeated Imane at the Tokyo Olympics.

Imane made the 4th place, not winning any medal.

Hence, Imane is not an “unstoppable monster”",ireland kelli harrington defeat iman at the tokyo olymp iman made the 4th place not win ani medal henc iman is not an unstopp monster,neutral,0.49970710277557373,"[{'entity': 'LOC', 'word': 'Ireland'}, {'entity': 'PER', 'word': 'Ke'}, {'entity': 'PER', 'word': '##llie Harrington'}, {'entity': 'PER', 'word': 'Imane'}, {'entity': 'LOC', 'word': 'Tokyo'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Imane'}]"
11,21,393,4,18214,@B1Gsad,Le Tour de Sav,11s,"the funny thing about Riley Gaines is the girl who actually got 2nd to Lia Thomas (Emma Weyant) is at this Olympics and got another individual medal. 

no drama, no grifting, just some damn good swimming",the funni thing about riley gain is the girl who actual got 2nd to lia thoma emma weyant is at this olymp and got anoth individu medal no drama no grift just some damn good swim,positive,0.9421510696411133,"[{'entity': 'PER', 'word': 'Riley Gaines'}, {'entity': 'PER', 'word': 'Lia Thomas'}, {'entity': 'PER', 'word': 'Emma Weyant'}]"
360,1643,8494,523,430037,@ErinInTheMorn,Erin Reed,11s,"These are not “males” boxing in the Olympics.

They are cisgender women. They were born women. They have elevated testosterone levels and some XY chromosomes because of intersex traits.

Cisgender women with XY chromosomes have given birth before.

This moral panic is dumb.",these are not male box in the olymp they are cisgend women they were born women they have elev testosteron level and some xy chromosom becaus of intersex trait cisgend women with xy chromosom have given birth befor this moral panic is dumb,neutral,0.7075777649879456,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': 'X'}, {'entity': 'MISC', 'word': 'Cisder'}]"
5,96,429,9,8593,@snowboiiii,snowboiiii,11s,the olympics is just something everyone argues about psychotically now because of these right wing freaks crying about imaginary shit. every nation in the world coming together to compete and the main topics are “satanic rituals” and completely fabricated anti-trans hysteria,the olymp is just someth everyon argu about psychot now becaus of these right wing freak cri about imaginari shit everi nation in the world come togeth to compet and the main topic are satan ritual and complet fabric antitran hysteria,negative,0.8280206322669983,[]
8,170,1611,20,39824,@kattenbarge,Kat Tenbarge,11s,"It has also BEEN happening for years, with gnc women being threatened in bathrooms as a prominent example. But what we're seeing now with an intersex woman at the Olympics being smeared in viral posts is tragic + terrifying",it has also been happen for year with gnc women be threaten in bathroom as a promin exampl but what were see now with an intersex woman at the olymp be smear in viral post is tragic terrifi,negative,0.8846752047538757,[]
79,154,1055,25,31358,@LayahHeilpern,Layah Heilpern,11s,"The Olympics gave you trannies, satanism, nudity, obesity and biological men beating the shit out of women.

If you continue to watch it, you're just supporting it.",the olymp gave you tranni satan nuditi obes and biolog men beat the shit out of women if you continu to watch it your just support it,negative,0.87845778465271,[]
23,75,346,36,118586,@jgault13,Jonathan Gault,11s,"Quincy Wilson’s mom posts that her son has been left off the USA’s mixed 4x400 relay at the Olympics.

The 16-year-old Wilson (44.20 sb) is the eighth-fastest man in the world in 2024 and third-fastest American. He finished 6th at the US Olympic Trials.

https://letsrun.com/forum/flat_read.php?thread=12906471…",quinci wilson mom post that her son has been left off the usa mix 4x400 relay at the olymp the 16yearold wilson 4420 sb is the eighthfastest man in the world in 2024 and thirdfastest american he finish 6th at the us olymp trial,neutral,0.8617091178894043,"[{'entity': 'PER', 'word': 'Quincy Wilson'}, {'entity': 'LOC', 'word': 'USA'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Wilson'}, {'entity': 'MISC', 'word': 'American'}]"
14,3,329,2,7441,@James_Athletics,James Rhodes,11s,"To this little kid who dared to dream of the Olympics, you did it. Tomorrow, my childhood dream comes true.

I might not be running as younger me planned, but I get to tell the stories of those who are. A privilege that I won't take  foregranted.

Tomorrow, it begins.",to this littl kid who dare to dream of the olymp you did it tomorrow my childhood dream come true i might not be run as younger me plan but i get to tell the stori of those who are a privileg that i wont take foregr tomorrow it begin,positive,0.9267523288726807,[]
41,10,253,6,11597,@CrazyFenaker,Crazy Fenak,11s,"FYI Khelif is not transgender, but has a disorder of sex development (DSD), which causes some females to have XY chromosomes and blood testosterone levels more typical of a male. She is a biological female.",fyi khelif is not transgend but has a disord of sex develop dsd which caus some femal to have xy chromosom and blood testosteron level more typic of a male she is a biolog femal,neutral,0.8004539012908936,"[{'entity': 'PER', 'word': 'Khelif'}]"
8,82,1276,12,8292,@mujifren,Comrade Muji (Muji ka Parivar),11s,"He is an Olympic medalist you are a basement dweller Incel

Massive difference in there",he is an olymp medalist you are a basement dweller incel massiv differ in there,negative,0.6937226057052612,"[{'entity': 'MISC', 'word': 'Olympic'}]"
8,54,1212,11,21941,@Devon_OnEarth,𝐃𝐄𝐕𝐎𝐍™,11s,"Mad respect, Leaving an olympic boxing match within a minute and going 'wow I didn't know they could punch that hard. Mods is this allowed' is something I would do too",mad respect leav an olymp box match within a minut and go wow i didnt know they could punch that hard mod is this allow is someth i would do too,positive,0.8472799062728882,[]
15,108,630,22,9274,@thvitboysan,Gojo➹❀,11s,"""toad getting cancelled ""  Audacity while Stanning ratkoko. Meanwhile tae's own country Olympic medalist being whipped for him . Taehyung always winning 

https://x.com/DailylofV/status/1795446290181963988/video/1…",toad get cancel audac while stan ratkoko meanwhil tae own countri olymp medalist be whip for him taehyung alway win,neutral,0.6445241570472717,"[{'entity': 'PER', 'word': 'Au'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Taehyung'}]"
5,12,245,8,17060,@scottygb,Scott Bryan,11s,"""Can you make an event where you go down some rapids in a canoe, and then you have to move your head as close to a pole, without ever hitting it?""  

The Olympics: ""Sure.""",can you make an event where you go down some rapid in a cano and then you have to move your head as close to a pole without ever hit it the olymp sure,neutral,0.8218181133270264,[]
2,2,169,2,2013,@LFCt0dd,𝗧𝗼𝗱𝗱☭,11s,"The test that banned them is no longer used because of its inaccuracy. She competed at the last Olympics and got knocked out in the quarterfinals, so her higher testosterone clearly hasn’t given her any significant advantage.",the test that ban them is no longer use becaus of it inaccuraci she compet at the last olymp and got knock out in the quarterfin so her higher testosteron clear hasnt given her ani signific advantag,negative,0.6902974247932434,[]
72,247,577,4,10977,@stufflistings,Mukul Sharma,11s,"This is the MG Windsor, India's first Intelligent CUV.
The company has also announced that every Olympic medalist from Team India will be gifted an MG Windsor 
#IntelligentCUV #MGWindsor #TeamIndia",this is the mg windsor india first intellig cuv the compani has also announc that everi olymp medalist from team india will be gift an mg windsor,neutral,0.7638162970542908,"[{'entity': 'MISC', 'word': 'MG Windsor'}, {'entity': 'LOC', 'word': 'India'}, {'entity': 'MISC', 'word': 'Intelligent CUV'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'ORG', 'word': 'Team India'}, {'entity': 'MISC', 'word': 'MG Windsor'}, {'entity': 'MISC', 'word': 'IntelligentCUV'}, {'entity': 'MISC', 'word': 'MGWindsor'}]"
6,10,379,1,4493,@TraumaaaNurse,TraumaNurse,11s,"""Algeria male boxer wins first Olympic fight when female opponent quits"" Fixed it for you 
@CTVNews",algeria male boxer win first olymp fight when femal oppon quit fix it for you,neutral,0.5358400940895081,"[{'entity': 'LOC', 'word': 'Algeria'}, {'entity': 'MISC', 'word': 'Olympic'}]"
8,30,4342,27,579868,@Doge4Faithful,Holistic ƉOGE 𝕏,11s,"Sorry to hear that , really unfair.
75% … at least pay the whole damn thing if i am a Olympic athlete representing my country. ",sorri to hear that realli unfair 75 at least pay the whole damn thing if i am a olymp athlet repres my countri,negative,0.8785525560379028,[]
13,36,792,4,44775,@Devin_Heroux,Devin Heroux,11s,"FELIX WINS THE FIRST SET 

Felix Auger-Aliassime is playing sensation tennis. He just took the first set 6-4 against  Norway’s Casper Ruud.

Canadian fans cheering Felix on in France. A win and he’s into the Olympic semifinal.",felix win the first set felix augeraliassim is play sensat tenni he just took the first set 64 against norway casper ruud canadian fan cheer felix on in franc a win and hes into the olymp semifin,positive,0.6591503024101257,"[{'entity': 'PER', 'word': 'Felix Auger Aliassime'}, {'entity': 'LOC', 'word': 'Norway'}, {'entity': 'PER', 'word': 'Casper Rud'}, {'entity': 'MISC', 'word': 'Canadian'}, {'entity': 'PER', 'word': 'Felix'}, {'entity': 'LOC', 'word': 'France'}]"
5,8,345,2,1867,@ailderwitha,ailderwitha,11s,"Explain to me, why would a male, in an Islamic country, whos laws criminalize the process of being trans for all ages, not only allow a man to transition into a woman legally, but also send her out to the Olympics?",explain to me whi would a male in an islam countri whos law crimin the process of be tran for all age not onli allow a man to transit into a woman legal but also send her out to the olymp,neutral,0.8366134762763977,"[{'entity': 'MISC', 'word': 'Islamic'}]"
424,2084,17426,335,652558,@yaelbt,Yael Bar tur,11s,"Israel’s Peter Paltchik breaking down with coach Oren Smadja after winning bronze in Judo just now. 

Smadja lost his son Omer in Gaza just a month ago. An entire country is crying with them. #Olympics  ",israel peter paltchik break down with coach oren smadja after win bronz in judo just now smadja lost his son omer in gaza just a month ago an entir countri is cri with them,negative,0.7556159496307373,"[{'entity': 'LOC', 'word': 'Israel'}, {'entity': 'PER', 'word': 'Peter Paltchik'}, {'entity': 'PER', 'word': 'Oren Smadja'}, {'entity': 'MISC', 'word': 'Judo'}, {'entity': 'PER', 'word': 'Smadja'}, {'entity': 'PER', 'word': 'Omer'}, {'entity': 'LOC', 'word': 'Gaza'}]"
69,403,2908,32,109726,@NBCOlympics,NBC Olympics & Paralympics,11s,"SHOWTIME. 

Simone Biles and Suni Lee are ready to go for the women's all-around individual final. #ParisOlympics 

: NBC and Peacock",showtim simon bile and suni lee are readi to go for the women allaround individu final nbc and peacock,neutral,0.8128713369369507,"[{'entity': 'PER', 'word': 'Simone Biles'}, {'entity': 'PER', 'word': 'Sun'}, {'entity': 'PER', 'word': '##i Lee'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'ORG', 'word': 'NBC'}]"
26,112,357,4,5449,@geraldcelente,Gerald Celente,11s,Gazan children are buried under the rubble right now and many have injuries that cannot be treated b/c of the U.S.-sponsored war-crime blockade...But let's worry about men boxing women in the Olympics,gazan children are buri under the rubbl right now and mani have injuri that cannot be treat bc of the ussponsor warcrim blockadebut let worri about men box women in the olymp,negative,0.7907906770706177,"[{'entity': 'MISC', 'word': 'Gazan'}, {'entity': 'MISC', 'word': 'U S'}]"
614,2030,6035,81,148007,@KariLake,Kari Lake,11s,"This is a video of a man beating a woman.

A woman who trained her entire life to compete for her country in the Olympics, only to have those dreams (& her nose) shattered by a right hook.

Just last week, 
@RubenGallego
 voted to allow this to keep happening to our girls. 

Men don’t belong in women’s sports, & Ruben Gallego doesn’t belong in the Senate.",this is a video of a man beat a woman a woman who train her entir life to compet for her countri in the olymp onli to have those dream her nose shatter by a right hook just last week vote to allow this to keep happen to our girl men dont belong in women sport ruben gallego doesnt belong in the senat,negative,0.8638811111450195,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'R'}, {'entity': 'PER', 'word': '##ubenalle'}, {'entity': 'PER', 'word': 'Ruben Gallego'}]"
6,14,406,1,37243,@TSN_Sports,TSN,11s,"1st set goes to Felix! 

 Felix Auger-Aliassime beats  Casper Ruud 6-4 in the 1st set, and is now one set away from an Olympic semifinal berth in Paris.",1st set goe to felix felix augeraliassim beat casper ruud 64 in the 1st set and is now one set away from an olymp semifin berth in pari,neutral,0.6697938442230225,"[{'entity': 'PER', 'word': 'Felix'}, {'entity': 'PER', 'word': 'Felix Auger - Aliassime'}, {'entity': 'PER', 'word': 'Casper Rud'}, {'entity': 'MISC', 'word': 'Olympic'}]"
19,304,2367,77,46539,@XH_Lee23,Li Zexin,11s,"Another history made today for Team China

Zheng Qinwen defeated World No.1 Iga Swiatekand become the first Chinese player into the Olympics tennis women’s singles final! 

Wishing her all the best for a gold medal ",anoth histori made today for team china zheng qinwen defeat world no1 iga swiatekand becom the first chines player into the olymp tenni women singl final wish her all the best for a gold medal,positive,0.9588714241981506,"[{'entity': 'ORG', 'word': 'Team China'}, {'entity': 'PER', 'word': 'Zheng Qinwen'}, {'entity': 'MISC', 'word': 'World'}, {'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##ga Swiatekand'}, {'entity': 'MISC', 'word': 'Chinese'}]"
37,406,1260,33,40985,@spikedonline,spiked,11s,"The Olympics have exposed the horrifying misogyny of gender ideology. A boxer with XY chromosomes, who failed two sex tests, was just allowed to punch a woman in the face, while the whole world watched on. The IOC is an utter disgrace, says Lauren Smith",the olymp have expos the horrifi misogyni of gender ideolog a boxer with xy chromosom who fail two sex test was just allow to punch a woman in the face while the whole world watch on the ioc is an utter disgrac say lauren smith,negative,0.8546590805053711,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'MISC', 'word': 'X'}, {'entity': 'ORG', 'word': 'IOC'}]"
9,53,273,6,5494,@orenbarsky,Oren Barsky,11s,"This video tells the story of Israel.

The newly crowned Olympic bronze medalist Peter Paltchik, moments after his victory, celebrating with his coach Oren Smadja who lost his son in the battle in Gaza.

Joy mixed with sorrow, and in the end, victory!",this video tell the stori of israel the newli crown olymp bronz medalist peter paltchik moment after his victori celebr with his coach oren smadja who lost his son in the battl in gaza joy mix with sorrow and in the end victori,neutral,0.7271571159362793,"[{'entity': 'LOC', 'word': 'Israel'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'PER', 'word': 'Peter Paltchik'}, {'entity': 'PER', 'word': 'Oren Smadja'}]"
6,23,667,8,167988,@PoliticalShivam,PoliticalShivam,11s,This is one of the darkest days in the history of the Olympics.,this is one of the darkest day in the histori of the olymp,negative,0.923637330532074,[]
7,275,278,1,1249,@Athlerse,Athlerse,11s," The Women’s 20km Race Walk final at the Paris 2024 Olympics was a thrilling event! Congratulations to Yang Jiayu for taking the gold on August 1st.

Who were you cheering for?  #Paris2024",the women 20km race walk final at the pari 2024 olymp was a thrill event congratul to yang jiayu for take the gold on august 1st who were you cheer for,positive,0.9622732996940613,"[{'entity': 'MISC', 'word': 'Race Walk'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Yang Jiayu'}]"
487,1295,9588,127,254506,@stairwayto3dom,The Saviour,11s,Would you watch the Olympics if the Olympic Games were like this?,would you watch the olymp if the olymp game were like this,neutral,0.8819624781608582,"[{'entity': 'MISC', 'word': 'Olympics'}]"
3,27,235,13,14170,@albafella1,✙ Albina Fella ✙,11s,"The operators of the 79th Air Assault Brigade's strike drones have their own ""Olympics"". In these shots, our professionals demonstrate an exquisite method of eliminating enemy infantry using drone drops. This work deserves the highest medals!
Source: https://t.me/odshbr79",the oper of the 79th air assault brigad strike drone have their own olymp in these shot our profession demonstr an exquisit method of elimin enemi infantri use drone drop this work deserv the highest medal sourc,positive,0.5829440951347351,"[{'entity': 'ORG', 'word': '79th Air Assault Brigade'}]"
3,67,424,4,21355,@FOXSoccer,FOX Soccer,11s,These four countries have both their Men's and Women's Soccer teams in the Knockout Stage at the 2024 Paris Olympics ,these four countri have both their men and women soccer team in the knockout stage at the 2024 pari olymp,neutral,0.9145135879516602,"[{'entity': 'LOC', 'word': 'Paris'}]"
82,102,220,18,9931,@wofaase_,Wofaase,11s,"France Embassy: Allow Sarkodie to perform at the Olympic Games opening ceremony or shake body.

Yvonne Nelson and friends:",franc embassi allow sarkodi to perform at the olymp game open ceremoni or shake bodi yvonn nelson and friend,neutral,0.894806981086731,"[{'entity': 'LOC', 'word': 'France'}, {'entity': 'PER', 'word': 'Saodie'}, {'entity': 'MISC', 'word': 'Olympic Games'}]"
59,503,2472,32,69086,@DefenceU,Defense of Ukraine,11s,"russia has been banned from competing in the 2024 Summer Olympics in Paris. However, it continues to break new records in monthly losses in Ukraine.

- largest monthly artillery system losses
- second largest monthly personnel losses
- largest monthly vehicle losses",russia has been ban from compet in the 2024 summer olymp in pari howev it continu to break new record in month loss in ukrain largest month artilleri system loss second largest month personnel loss largest month vehicl loss,negative,0.7885444164276123,"[{'entity': 'MISC', 'word': '##ussia'}, {'entity': 'MISC', 'word': 'Summer Olympics'}, {'entity': 'LOC', 'word': 'Paris'}]"
15,67,370,11,44069,@qikipedia,Quite Interesting,11s,"At the 1904 Olympics, flagging marathon runner Thomas Hicks was fed a mixture of strychnine, egg whites and brandy during the race. He came first despite hallucinating for the last few miles.",at the 1904 olymp flag marathon runner thoma hick was fed a mixtur of strychnin egg white and brandi dure the race he came first despit hallucin for the last few mile,neutral,0.8525424599647522,"[{'entity': 'MISC', 'word': '1904'}, {'entity': 'MISC', 'word': 'Olympics'}]"
28,46,269,7,13498,@runews,Russian Market,11s,"First, the Olympics openly mocked Jesus at the opening. 

Now, they just let this DUDE beat up a woman on live TV.",first the olymp open mock jesus at the open now they just let this dude beat up a woman on live tv,negative,0.911116361618042,"[{'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Jesus'}]"
19,109,511,4,11965,@NOCAzerbaijan,NOC Azerbaijan,11s,"Azərbaycanın Olimpiya Çempionu: Zelim Kotsoyev

Zelim Kotsoyev Paris 2024 Yay Olimpiya Oyunlarında qızıl medal qazanaraq bu günü Azərbaycan xalqı üçün xüsusi etməyi bacardı!

Qələbə münasibətilə xalqımızı təbrik edirik! 

#paris2024 #teamAZE #Olympics #StrongerTogether",azərbaycanın olimpiya çempionu zelim kotsoyev zelim kotsoyev pari 2024 yay olimpiya oyunlarında qızıl medal qazanaraq bu günü azərbaycan xalqı üçün xüsusi etməyi bacardı qələbə münasibətilə xalqımızı təbrik edirik,neutral,0.5771904587745667,"[{'entity': 'ORG', 'word': 'Az'}, {'entity': 'MISC', 'word': '##ə'}, {'entity': 'PER', 'word': 'Zelim Kotsoyev'}, {'entity': 'ORG', 'word': 'Z'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'ORG', 'word': 'Yay Olimpiya Oyunlarında'}, {'entity': 'ORG', 'word': 'Azrbaycan'}, {'entity': 'MISC', 'word': 'Olympics'}]"
2,151,644,7,6113,@thvnewl,αdrαsteiα,11s,"Do you see the size of Kim Taehyung's impact now?

where an Olympic athlete defeats Japan and advances to the semifinals and still asks

"" BTS V, did i do well? 

shin yubin we are all rooting for you ",do you see the size of kim taehyung impact now where an olymp athlet defeat japan and advanc to the semifin and still ask bts v did i do well shin yubin we are all root for you,positive,0.5600655674934387,"[{'entity': 'PER', 'word': 'Kim Taehyung'}, {'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'LOC', 'word': 'Japan'}]"
5,86,649,4,9227,@uncanny_eli,anatomie d’une fruit,11s,fuck imane kherif’s olympics opponent. definition of a white woman harnessing racist disinformation to paint herself as a ‘righteous’ white sportswoman. solidarity with kherif and fuck anyone complicit in this bizarre public humiliation spectacle against her,fuck iman kherif olymp oppon definit of a white woman har racist disinform to paint herself as a righteous white sportswoman solidar with kherif and fuck anyon complicit in this bizarr public humili spectacl against her,negative,0.9346917271614075,"[{'entity': 'PER', 'word': 'k'}]"
31,56,354,3,10467,@XAVIAERD,Xaviaer DuRousseau,11s,"Me if standing on the right side of history was an Olympic sport 

America First
All Lives Matter
Stand with Israel
Convicted Felon > Kamala Harris
Nicki > Cardi
Keep men out of women’s sports
Epstein didn’t kill himself 
Palestine does not exist",me if stand on the right side of histori was an olymp sport america first all live matter stand with israel convict felon kamala harri nicki cardi keep men out of women sport epstein didnt kill himself palestin doe not exist,negative,0.5582735538482666,"[{'entity': 'MISC', 'word': 'Olympic'}, {'entity': 'LOC', 'word': 'America'}, {'entity': 'LOC', 'word': 'Israel'}, {'entity': 'PER', 'word': 'Kamal'}, {'entity': 'PER', 'word': '##a Harris'}, {'entity': 'PER', 'word': 'Nicki'}, {'entity': 'PER', 'word': 'Cardi'}, {'entity': 'PER', 'word': 'Epstein'}]"
4,92,963,68,30294,@RacchaRidhvik,R R,11s,"Women’s boxing 
@Olympics
 :",women box,neutral,0.7993304133415222,[]
5,41,188,5,8745,@hannahf1776,Hannah Faulkner,11s,"My friend 
@paytonmcnabb_
 has partial paralysis from a male player posing as a woman in her High school sport. 

Today, during the Olympics we saw a man posing as a woman beating up a woman. This used to be a crime. 

What is it going to take for the Democrats to say ENOUGH?",my friend has partial paralysi from a male player pose as a woman in her high school sport today dure the olymp we saw a man pose as a woman beat up a woman this use to be a crime what is it go to take for the democrat to say enough,negative,0.7417866587638855,"[{'entity': 'MISC', 'word': 'Olympics'}]"
12,72,225,9,2582,@RachaelWongAus,Rachael Wong,11s,"""𝘼𝙧𝙚 𝙬𝙚 𝙜𝙤𝙞𝙣𝙜 𝙩𝙤 𝙝𝙖𝙫𝙚 𝙩𝙤 𝙨𝙚𝙚 𝙖 𝙬𝙤𝙢𝙖𝙣 𝙙𝙞𝙚 𝙗𝙚𝙛𝙤𝙧𝙚 𝙩𝙝𝙚 𝙧𝙪𝙡𝙚𝙨 𝙖𝙧𝙚 𝙘𝙝𝙖𝙣𝙜𝙚𝙙?""

Today, I spoke to 
@RitaPanahi
 about the 
@Olympics
' reckless disregard for female athletes.

Since then, Angela Carini has been forced to abandon her fight against MALE boxer Imane Khelif for her own safety.

She should never have been put in that position. 
@iocmedia
 must make sure this dangerous, grossly unfair, and farcical display of 'sport' never happens again.

#SaveWomensSports #IStandWithAngelaCarini",𝘼𝙧𝙚 𝙬𝙚 𝙜𝙤𝙞𝙣𝙜 𝙩𝙤 𝙝𝙖𝙫𝙚 𝙩𝙤 𝙨𝙚𝙚 𝙖 𝙬𝙤𝙢𝙖𝙣 𝙙𝙞𝙚 𝙗𝙚𝙛𝙤𝙧𝙚 𝙩𝙝𝙚 𝙧𝙪𝙡𝙚𝙨 𝙖𝙧𝙚 𝙘𝙝𝙖𝙣𝙜𝙚𝙙 today i spoke to about the reckless disregard for femal athlet sinc then angela carini has been forc to abandon her fight against male boxer iman khelif for her own safeti she should never have been put in that posit must make sure this danger grossli unfair and farcic display of sport never happen again,neutral,0.7813336849212646,"[{'entity': 'PER', 'word': 'Rita'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'ORG', 'word': 'MA'}, {'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##man'}]"
46,280,273,8,11212,@MAGA__Patriot,Trump Girl,11s,"NEW: South Park becomes reality after biological male boxer Imane Khelif forces Italian female Angela Carini to quit in 46 seconds at the Olympics.

Khelif is a biological man who failed gender eligibility tests at the 2023 World Championships.",new south park becom realiti after biolog male boxer iman khelif forc italian femal angela carini to quit in 46 second at the olymp khelif is a biolog man who fail gender elig test at the 2023 world championship,neutral,0.5703763961791992,"[{'entity': 'MISC', 'word': 'South Park'}, {'entity': 'PER', 'word': 'Imane Khelif'}, {'entity': 'MISC', 'word': 'Italian'}, {'entity': 'PER', 'word': 'Angela Carini'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'PER', 'word': 'Khelif'}]"
5,22,208,7,7421,@realJackEason,Jack Eason,11s,"The woman who beat her, Imane Khelif, competed in the last Olympics too, where she was was beaten in the quarter finals (by Ireland's Kellie Harrington). She got to the IBA's Women's Boxing Final in 2022 but lost (to Ireland's Amy Broadhurst). Seems like a skill issue.",the woman who beat her iman khelif compet in the last olymp too where she was was beaten in the quarter final by ireland kelli harrington she got to the iba women box final in 2022 but lost to ireland ami broadhurst seem like a skill issu,neutral,0.6150524616241455,"[{'entity': 'PER', 'word': 'I'}, {'entity': 'PER', 'word': '##mane Khelif'}, {'entity': 'MISC', 'word': 'Olympics'}, {'entity': 'LOC', 'word': 'Ireland'}, {'entity': 'PER', 'word': 'Ke'}, {'entity': 'PER', 'word': '##llie Harrington'}, {'entity': 'ORG', 'word': 'IBA'}, {'entity': 'MISC', 'word': ""Women ' s Boxing Final""}, {'entity': 'LOC', 'word': 'Ireland'}]"
35,253,1551,9,17234,@JenniferSey,Jennifer Sey,11s,"Anyone who supports what happened today in the Olympic boxing ring supports violence against women. 

They do not care about women or women's rights. 

They are pathetic cowards. 
They are wrong. 
They are dangerous.",anyon who support what happen today in the olymp box ring support violenc against women they do not care about women or women right they are pathet coward they are wrong they are danger,negative,0.8902242183685303,[]
12,67,167,4,7548,@robinmonotti,Robin Monotti,11s,The Satanic-Woke Olympics of Paris 2024 is the gift that keeps on giving to Baphomet...,the satanicwok olymp of pari 2024 is the gift that keep on give to baphomet,positive,0.5167949199676514,"[{'entity': 'MISC', 'word': 'Satanic - Woke Olympics'}, {'entity': 'LOC', 'word': 'Paris'}, {'entity': 'PER', 'word': 'Baphome'}]"
3,45,287,17,10221,@catcontentonly,Radio Free Amanda 余美娜,11s,"Chinese Olympic swimmer Pan Zhanle: “I waved at [Australian swimmer Kyle] Chambers, he didn’t acknowledge me at all … It feels like we are being looked down on as a team.”",chines olymp swimmer pan zhanl i wave at australian swimmer kyle chamber he didnt acknowledg me at all it feel like we are be look down on as a team,negative,0.739998459815979,"[{'entity': 'MISC', 'word': 'Chinese Olympic'}, {'entity': 'PER', 'word': 'Pan Zhanle'}, {'entity': 'MISC', 'word': 'Australian'}]"
9,86,1215,142,284412,@EP_AnimalLovers,Epoch Animal Lovers,11s,Ready for the Olympics ,readi for the olymp,neutral,0.852291464805603,[]
36,11,393,3,31880,@YourFellowArab,Arab,11s,Everyone on the timeline is outraged about a tranny in the Olympics— turn off the internet & go live your life.,everyon on the timelin is outrag about a tranni in the olymp turn off the internet go live your life,negative,0.5361249446868896,[]
452,7008,16542,223,206925,@DC_Draino,DC_Draino,11s,"When I was growing up, punching a woman in the face got you arrested

Now it gets you an Olympic medal",when i was grow up punch a woman in the face got you arrest now it get you an olymp medal,neutral,0.4659070074558258,[]
4,13,1094,3,9144,@EFCevie,Evie ♡,11s,transphobia isn’t cute. she’s also a biological woman so there isn’t any men beating women up in the olympics,transphobia isnt cute shes also a biolog woman so there isnt ani men beat women up in the olymp,negative,0.8973036408424377,[]
51,26,180,4,8822,@ringsidenews_,Ringside News,11s,Logan Paul Slams Olympic Controversy: Calls Transgender Boxer’s Win ‘Purest Form of Evil’ https://ringsidenews.com/2024/08/01/logan-paul-slams-olympic-controversy-calls-transgender-boxers-win-purest-form-of-evil/…,logan paul slam olymp controversi call transgend boxer win purest form of evil,negative,0.762327253818512,"[{'entity': 'PER', 'word': 'Logan Paul'}, {'entity': 'MISC', 'word': 'Olympic Contro'}, {'entity': 'MISC', 'word': 'Transgender Box'}, {'entity': 'PER', 'word': '##an'}]"
