,yanıt sayısı,yeniden gönderi sayısı,beğeni sayısı,yer işareti sayısı,görüntülenme sayısı,user_name,nick,date,Tweet
1821,59,177,1851,54,29907,@MoshiMoshiMoan,MoshiMoshiMoan,11s,"Not sure what's deal with this whole Olympic boxing debate.  While it was happening my 2 year old daughter walked into the room and asked ""Who are those brave women?"" I told her ""They're the future"" and she just nodded her head and said ""Diversity is our strength"".  I clapped."
1822,43,129,322,44,59963,@RioMoussallem,Rayane Moussallem,11s,"A clarification: So there is this story of Algeria’s boxer Imane Khelif, who’s being accused of being a biological man, going viral after beating Italy’s Angela Carini at the #Olympics
Khelif is not a biological man, she is a woman with a high level of testosterone and was disqualified from the world championship last year due to concerns over that matter and failing to meet the eligibility criteria. She does not have the XY chromosomes instead of XX as the circulating claims.
Her case is similar to South Africa’s middle-distance runner and two-time Olympic gold medalist Caster Semenya (2012 & 2016) who has had a high level of testosterone in her body and was subjected to tough rules from the IOC to take testosterone-reducing medications and was banned from some races until she meets the allowed level. Please do read about Semenya if you have no clue about her story.
There has been a dispute between the IOC and the World Boxing Association regarding the participation of Khelif and Lin Yu-ting of Taiwan who has a similar case at #Paris2024
The talks should be about whether she is allowed to compete or not due to the high level of testosterone and not accusing her of being a man.
Just wanted to make this clear after seeing the story being shared thousands of times on social media.
( 1: Imane & Angela, 2: Semenya)"
1823,67,59,210,24,58877,@Variety,Variety,11s,"J.K. Rowling, Elon Musk Criticize Olympics After Algeria’s Imane Khelif Wins Women's Boxing Match Amid Gender Controversy: 'A Misogynist Sporting Establishmet'"
1824,25,21,555,3,21329,@Markus_Krall,Dr. Markus Krall,11s,He should be banned from any civiliized sports. Forever.
1825,16,29,222,1,7432,@helenstaniland,Helen Staniland,11s,"It reflects very badly on anyone who supports male adults fighting female adults in the Olympics  because they refuse to apply context to their beliefs.
This match is one of the worst moments in the transactivist movement."
1826,92,1034,21591,179,398220,@kateefeldman,Kate Feldman,11s,"Laurie Hernandez, who has been absolutely delightful on this Olympics broadcasts, is such an important reminder that people want announcers who not only enjoy the sport they're covering but also appreciate what's in front of them."
1827,12,136,477,2,6147,@BattaKashmiri,Kashmiri Hindu,11s,"An Olympic Size Shame for Liberals all over the World.

This man thinks of himself as a Woman and wokes believe in him.

SHAME

#IStandWithAngelaCarini"
1828,6,33,557,11,47816,@OlympicDeportes,DeportesOlímpicos,11s,"El 1 de agosto de 2024 ya es uno de los mejores días olímpicos de España . En una horas comparto tabla. 

Tres medallas 

+ 1 asegurada

Total: 5 medallas"
1829,4,15,257,16,3648,@mustakro,Mustakro (OPEN commissions),11s,Everytime i watch the Olympic's female volleyball matches i always think about this panel
1830,11,45,329,4,11496,@juliaisobela,Ju,11s,"It’s utterly bananas to me that the t*rfs are coming after a c*s woman competing in the olympics, rather than raging up a storm about a literal child rapist competing"
1831,4,27,329,12,5283,@louillna,☆ Aleyna,11s,"With a dignified bearing. 
#YusufDikec  #Olympics"
1833,108,137,259,14,30089,@OANN,One America News,11s,"Italian boxer Angela Carini abruptly calls off the 2024 Olympic boxing match after just 45 seconds against Algerian boxer Imane Khelif, who had previously failed two sex tests. Khelif was declared the winner after Carini stated she “had never been punched that hard before.” 

Do you think this was a fair match?

#AngelaCarini #ImaneKhelif #2024Olympics #Boxing #News #Breaking #Latest #OAN"
1834,55,517,2904,10,35494,@TimRunsHisMouth,Tim Young,11s,"When men violently beat women... most countries call it a crime.

The Olympics call it women's boxing."
1835,165,1011,8839,102,232183,@SithaleKgaogelo,SITHALE,11s,Racism denied us an Olympic all timer here 
1836,3,17,260,13,6837,@belnghm,nini,11s,Bellingham celebration at the Olympics 
1837,1,7,239,1,5474,@wagmiandchill,wagmi ◎,11s,Is this really the state of the Olympics? All this stuff coming out about people being aggressive towards China. Wtf is going on? Are people really all that butthurt about China literally destroying in every category?
1838,10,8,172,4,16351,@KnowerOfBans,Dom,11s,If we started banning genetic mutations at the Olympics there’d be nothing to watch. She was born a woman. Gotta re roll and hope for better RNG next time lmao
1839,5,46,363,4,37429,@USWNT,U.S. Women's National Soccer Team,11s," #OTD in 1996: 

Shannon MacMillan and Tiffeny Milbrett score to defeat China 2-1 to win our first-ever gold medal at Summer Olympics "
1840,6,3,338,5,59595,@jmcwida,jmcwida,11s,You can pay for September Alexis! Give her some breathing room to enjoy her Olympics focus on winning!
1841,51,106,425,27,80001,@CraigChamberlin,Craig Chamberlin,11s,Everyone involved in allowing a biological man to rip away the dreams of a biological woman in the Olympics so they could pander should resign in shame today.
1842,2,21,293,11,12341,@bbcnewcastle,BBC Sport Tyne & Wear,11s,"""Best place in the world"" 

Kieran Reilly is buzzing with the support from Newcastle 

#Paris2024 | #Olympics | #NUFC | 
@mattbaileymedia"
1844,142,435,4814,19,81397,@Israel,Israel ישראל,11s,"The news we all needed 

Israeli judoka Peter Paltchick secured Israel’s first medal at the 
@Olympics
, wining a bronze medal at #Paris2024.

Mazal Tov Peter! 

 Peter and his coach Oren Smadja, 
@Olympic_Israel"
1845,8,26,311,26,16939,@ButtstrokeSwim,Buttstroke Swimming,11s,"100m Backstroke Gold Medalist Thomas Ceccon on the living conditions in Olympic Village

""There is no air conditioning, we don’t eat well and there are problems with the food. Many athletes move for these reasons.""

#Paris2024 #Swimming"
1846,7,352,2174,73,51100,@Eurosport_IT,Eurosport IT,11s,"FENOMENALE DE GENNARO, È ORO 

Bellissima prova per il nostro Giovanni De Gennaro che col tempo finale di 88''22 si porta a casa una stupenda medaglia d'oro

#Paris2024 #Olympics #HomeOfTheOlympics #ItaliaTeam #CanoeSlalom #DeGennaro"
1847,6,69,347,21,22661,@MVWXE,Maura,11s,"Disappointing shit from Antonio

She was assigned female at birth, she is not trans nor ever claimed to be, she was cleared to compete in the Olympics and did so, she's been beat before by other female atletes.

Either talk about it or stfu. Don't start shit for no reason."
1848,39,15,181,5,49329,@Nealerrr,Nealer,11s,"Imane Khelif was born a woman, and always been a woman. Stop falling for every bit of misinformation you see on the internet just because it fits your agenda.

Additionally, Imane participated in the 2020 Olympics and lost in the quarters.

Algeria doesn't even allow trans.

This is why politics suck. A literal member congress is willing to openly spew lies publicly, and uneducated fools eat it up when the real information is right there."
1849,41,163,1201,30,46400,@Kanthan2030,S.L. Kanthan,11s,"When China Rules the World*

Qinwen ZHENG  

defeats 

the world #1 Iga Świątek   6-2, 7-5

at the #Olympics women’s tennis.

First Chinese player to go to the final for this event!

*That’s the name of the book by Martin Jacques. He wrote it in 2009!"
1851,10,89,256,2,11293,@JordanSchachtel,Jordan Schachtel @ dossier.today,11s,"In order to sanction two men to compete in women's boxing, the International Olympic Committee (IOC) first had to smear and delegitimize the global boxing governing body that ruled out the athletes. It's not just progressive mania run wild. It's also a major corruption scandal."
1852,39,77,1035,34,74430,@snajaths,Perisnitch,11s,"So it turns out the Algerian boxer she faced was always a woman.

She just received one punch, against someone in the same weight category, and called it quits.

One punch in the same weight category. Olympic boxing smh."
1853,34,72,189,3,12328,@TeslaVee,Tesla Vee,11s,"A woman boxer beat up by a man at the Olympics.
Another Biden win."
1854,18,65,955,9,36633,@TheWapplehouse,Kristi Yamaguccimane,11s,“I’m sure Logan Paul can easily defend his post about women’s Olympic box-…ahhh there it is.”  https://x.com/loganpaul/stat/loganpaul/status/1819038518594994666…
1855,105,85,610,2,12322,@BreannaMorello,Breanna Morello,11s,Men hitting women is only acceptable if you’re doing it in the Olympics.
1856,54,98,311,2,9795,@HappyHorseGirl1,Happy_Horse_Girl,11s,"I’m old enough to remember when men went to jail for hitting women.
Did I really just watch domestic violence under the guise of inclusion of woke mental illness just become an Olympic event?
Stop this insanity.
Stop letting these men hurt women.
Get every one of these couldn’t measure up as a man failed male athletes OUT of women’s sports!
#NoDicksInWomensSports 
#MenAreNotWomen 
#FuckTheOlympics"
1857,36,103,993,21,36538,@SussexHenryVIII,Henry VIII,11s,It is going to be a very bad look for the British Royal Family if William and or Kate show up at the Olympics before a senior royal shows up in Southport.
1858,13,96,1292,9,29180,@PanasonicDX4500,one dozen rats at a keyboard,11s,“I walked out of my olympic boxing match because my opponent punched me too hard” screams “I am pivoting to podcasting”
1859,91,77,251,5,99587,@livedoornews,ライブドアニュース,11s,"【パリ五輪速報】卓球男子シングルス準々決勝

張本智和、世界ランク4位の樊振東（中国）に敗れる

▼五輪ニュースはこちらから
https://news.livedoor.com/paris2024

#パリ2024 #Olympics"
1860,10,34,268,1,27696,@NBCOlympics,NBC Olympics & Paralympics,11s,"Regan Smith goes for gold in the 200m butterfly final as the #ParisOlympics march on. 

 2:30P ET on NBC & Peacock."
1862,42,93,293,4,3653,@thomas_garrard,Beer Drinking Army Vet,11s,This should probably go ahead and be the last year for the Olympics……
1863,5,190,876,53,17156,@anjiliarts,anji,11s,gabi in olympics would be wildddd #AttackOnTitan
1864,71,1401,5921,41,110974,@JamesEsses,James Esses,11s,"-Reducing the Opening Ceremony to virtue signalling and sexualisation.

-Allowing a former child rapist to take part.

-Permitting men to box against women. 

The Olympics have been a disgrace and the International Olympic Committee (
@iocmedia
) should hang their heads in shame."
1865,73,42,2624,10,166264,@yasminbytheway,yas_mina ياسمينة,11s,People need to leave her alone. Algeria and the Olympics qualified her.
1866,8,29,1004,6,46307,@darkcobrabws,Darkcobra,11s,"This woman had to face 5 men, 2 nuns and a silverback gorilla at the same time at the 2024 Olympics, how is that fair to women?"
1867,10,19,288,3,4246,@TGanjaliyev,Tural Ganjali,11s,"Azerbaijan secures its second gold in judo at the 2024 Olympics! 

Our team is on fire !"
1868,3,7,222,6,6988,@secesecs,Laura| Olympic Era,11s,Tre ori e tutti e tre da sport acquatici 
1869,9,164,189,4,4723,@GenXNewsOnX,Melissa Dawn,11s,"The 
@Olympics
 is absolutely disgusting and truly misogynistic."
1870,23,43,216,2,9325,@Emmyjewel,EmmyJewel,11s,"When a man beats up a woman he is charged and can be imprisoned for years. If he does it at the olympics he’s celebrated? 
The battery of a woman by a man on the international stage MUST be the final straw."
1871,18,73,826,5,9386,@RAZ0RFIST,RazörFist,11s,If you think the Olympic ceremonies were homo... the DNC will be gayer than a Daffodildo.
1872,5,23,215,16,1567,@DearLadyMaria,LadyMaria,11s,The Summer Company sent out their finest for the Olympics. 
1873,3,56,810,10,95258,@hidup_sihat,Zaid #2023A,11s,Dia compete dah lama. Bukan 1st time. Olympic Tokyo pun ada. Tak menang pun.
1874,62,40,444,9,107082,@chellgod,Chelly,11s,"The first time the entire internet agrees on something...

This man should not be fighting women in the olympics"
1875,39,10,170,1,6362,@MajorDMalpas,Major D Malpas,11s,"Hi, just letting you know I have been selected for the women’s beach volleyball in the Olympics. Wish me luck and I’ll do my best, along with the other girls, to bring home the gold."
1876,4,71,640,3,12536,@Asiatitude,Sophie | Olympics hate account,11s,"Y a qu'à voir les cours d'EPS pour voir que la France n'est pas un pays de sport hein, avec tout mon respect pr les collègues c'est juste trop mal foutu "
1877,5,4,173,1,7411,@sportsdes,Des Cahill,11s,Best view ever from a commentary position? #Olympics #BeachVolleyball 
1878,2,11,278,3,3188,@Carzonfye,carz,11s,All things considered “I’ve never been punched so hard” is a very funny thing to say when you are at the olympics
1879,5,10,190,1,3684,@smoogymma,smoogy,11s,"Is it possible to ""dash the Olympic dreams"" of a boxer who loses in every international competition they enter?"
1880,5,49,204,5,4094,@2Aupdates,Rob Romano,11s,"Anti-gunners: ""We're doing bad at shooting in the Olympics because the NRA isn't spending enough money on the young peoples' gun safety and shooting sport lessons we're trying to banish from schools while simultaneously trying to ban anyone from telling minors where to find them"""
1882,136,2522,17040,119,247713,@WUTangKids,Wu Tang is for the Children,11s,".
@FlavorFlav
 needs a gold medal for being a mensch out there for our athletes at the Olympics….and wtf 
@VanderbiltU
 do better by your athletes not just the football players! 

Go crush it 
@vmfraley
….America is rooting for you!"
1883,2,77,1268,8,22388,@secesecs,Laura| Olympic Era,11s,Ma ditemi voi se mi devo fare saltare le coronarie per questo sport dove scendono con una canoa in un fiume in piena. Le olimpiadi sono la mia vita
1884,56,1362,5075,28,147242,@COE_es,Comité Olímpico Español,11s," 𝐁𝐑𝐎𝐍𝐂𝐄𝐄𝐄𝐄𝐄𝐄𝐄𝐄𝐄𝐄𝐄𝐄𝐄 

 ¡¡¡OTRAAAAAA MÁSSSSSSSS!!!

  PAU ECHANIZ SE LLEVA EL BRONCE OLÍMPICO, ¡¡ENORMEEEEEEEEE!!

#ElCorazónDeEspaña #Paris2024 #Olympics"
1885,19,965,4318,24,101492,@Eurosport_IT,Eurosport IT,11s,"DE GENNARO ORO NELLO SLALOM 
DE GENNARO ORO NELLO SLALOM 
DE GENNARO ORO NELLO SLALOM 

Arriva la medaglia d'oro per Giovanni De Gennaro nella finale della Canoa Slalom K1

#Paris2024 #Olympics #HomeOfTheOlympics #ItaliaTeam #CanoeSlalom #DeGennaro"
1886,7,27,213,2,4995,@thecaspianpost,The Caspian Post,11s,"Azerbaijan's Zelym Kotsoiev secures Olympic gold in the 100kg judo category, defeating Georgia's Ilia Sulamanidze at the Paris 2024 Summer #Olympics."
1887,18,111,1031,16,14353,@JonnyRoot_,Jon Root,11s,"Canadian Olympic Skateboarder, Cordano Russell said “Jesus is King!” live on television 

#Olympics"
1888,96,759,1237,27,21853,@SteveLovesAmmo,Steve,11s,"The Olympics: Brazilian surfer João Chianca was told to remove Christ the Redeemer landmark image from his surfboard or be disqualified from the Olympics.

Also The Olympics: It is alright for a biological man to beat on a woman in boxing.

Use your voice. This is not okay."
1890,7,10,171,8,5742,@AnisaTheGreasy,Anisa Jomha,11s,Just leaving here why the olympics DOES NOT do chromosomal testing for athletes.
1891,26,39,228,7,64407,@MarioNawfal,Mario Nawfal,11s," JK Rowling Speaks Out on Controversial Olympic Match

JK Rowling shares an article by Suzanne Moore, condemning the inclusion of athletes with DSD in women's boxing after Angela Carini's withdrawal against Imane Khelif.

""Someone with a DSD cannot help the way they were born but they can choose not to cheat; they can choose not to take medals from women; they can choose not to cause injury.""

Source: The Telegraph, 𝕏"
1892,30,475,729,7,9504,@luluHru,luluHru,11s,"As if blasphemy wasn’t enough the Paris Olympics is promoting violence against women! Boycott woke Paris!
#IStandWithAngelaCarini #Paris2024"
1893,7,39,575,4,27066,@fbgwayno,Mowgli,11s,the amount of misinformation being spread about that Algerian Olympic boxer is wild asf
1894,15,21,330,14,10356,@CovfefeAnon,Covfefe Anon,11s,"What will our society do about the girl who dreamed her whole life about the day she'd get to smash the jaw of another woman with a brutal left hook to knock out her opponent and win Olympic gold?

What kind of a sick society would tell that girl to have a more lady-like dream?"
1895,67,659,4816,8,46314,@RyanAFournier,Ryan Fournier,11s,"If I were Angela Carini, I’d sue the hell out of the Olympics."
1896,3,63,325,10,10926,@NobleQAli,Q. Anthony Ali,11s,"Algeria doesn’t recognize trans identity, and only began allowing women to compete for the Olympics in 1972…but these people think they would allow a trans woman to represent them in boxing, of all sports.

I never want to hear anything about IQ, ever again"
1897,180,229,988,15,85175,@FoxNews,Fox News,11s,"Italian boxer's fight against Olympic opponent deemed to have male chromosomes 'not an even contest,' PM says"
1898,15,21,161,3,340600,@PatMcAfeeShow,Pat McAfee,11s,"Let's head to Hammer DAHN TAHN for an Olympics update from 
@ToneDigz
 #PMSLive"
1899,44,56,223,7,12458,@TheKevinDalton,Kevin Dalton,11s,"Angela Carini trained every day of her life for this moment at the Olympics, only to have it stolen by some dude that has zero business being there."
1900,156,50,173,3,89843,@Olympics,The Olympic Games,11s,"Georgia takes the #silver medal! 

It goes to Ilia Sulamanidze in judo men's 100kg.

 
@judo
 | #Judo | #Paris2024 | #Samsung | #TogetherforTomorrow"
1902,36,50,265,13,33052,@Shunyaa00,Shunya,11s,"Today, Angela Carini had her Olympics dreams shattered by Imane Khelif, a male boxer. 

It is suspected that he BROKE HER NOSE. 

Don’t let this pass quietly. MEN SHOULD NOT BE ALLOWED TO BEAT WOMEN FOR SPORT. 

SAVE WOMEN’S SPORTS."
1903,27,132,383,22,189902,@CitiusMag,CITIUS MAG,11s,"BREAKING NEWS: Quincy Wilson's mother has shared that the 16-year-old sprints star will not be part of Team USA's mixed 4x400m relay team. 

""Bon jour!! Although it says differently on the official Olympics site, the Coach notified Quincy that he will not be running in the mixed 4x400m relay...thanks for ALL the support ""

The mixed 4x400m relay allows for one substitution between the prelim and the finals. Wilson is also a candidate to be used for the prelim of the men's 4x400m relay.

If he competes, he would be the youngest male to ever represent America in track and field at the Olympics.

The mixed 4x400m prelim is tomorrow.

#Paris2024"
1904,66,81,566,2,32576,@ShelaghFogarty,Shelagh Fogarty,11s,Olympic boxer Angela Carini tells reporters she’d never been hit so hard and after the second punch she couldn’t breathe. #OlympicGames #IOC
1905,197,1995,8881,39,94066,@ChayaRaichik10,Chaya Raichik,11s,The Olympics allow men to beat up women
1906,139,171,562,12,95690,@Olympics,The Olympic Games,11s,"A proud moment for Azerbaijan, it's #gold! 

Congratulations to Zelym Kotsoiev, taking first place in judo men's 100kg.

This is Azerbaijan's first-ever medal in this event! 
@NOCAzerbaijan
 | 
@judo
 | #Judo | #Paris2024 | #Samsung | #TogetherforTomorrow"
1907,4,60,223,10,19724,@ulxma,Ụlọma,11s,Neither of the women at the center of this controversy are making their Olympic debut. They’ve competed before and even lost badly. This is the strictest that the Olympics has ever been on gender eligibility criteria for athletes and it’s still not enough for you people?
1908,38,73,342,11,12951,@EricRSammons,Eric Sammons,11s,"Women aren't made to fight

For a long time I've been annoyed at the Hollywood portrayal of the bad-ass fighting woman. Women as small as Scarlett Johansson are shown being able to physically defeat men three times her size. 

The debacle of this week's Olympic boxing match between a man and a woman reveals the lie: even an average-trained man can destroy an elite-trained woman in physical combat. 

This is why it's an age-old custom in almost every culture in history that a man should never hit a woman, and that women should not be engaged in physical combat of any kind. 

Woman are to be protected by men, not assaulted by them.

But by Hollywood creating the illusion that women can fight as well as men, we've led men to think that it's okay to hit women, and we've led women to think they can just as good as men in combat situations.

I feel nothing but sympathy for the poor woman who was assaulted by a man at the Olympics, but I have nothing but disdain for the Hollywood degenerates who have promoted the idea that fighting is something women can and should do."
1909,12,153,198,9,5244,@HankishTwitZone,Hank,11s,"Jesus & Last Supper mocked by transgender freaks at Olympics!

Men allowed to compete against women killing women sports!

Indoctrinating & grooming children into homosexuality!

Irreversible genital mutilating sex-change surgeries for children!

GOD needs to make ORDER again!!"
1911,16,69,318,10,35726,@SamsungMobile,Samsung Mobile,11s,"Victory Selfies on the #GalaxyZFlip6 Olympic Edition with your winning squad? Been there, done that  #Paris2024 #Samsung #OfficialPartner"
1912,33,71,579,26,50706,@MyLordBebo,Lord Bebo,11s,"Ireland's Kellie Harrington defeated Imane at the Tokyo Olympics.

Imane made the 4th place, not winning any medal.

Hence, Imane is not an “unstoppable monster”"
1913,11,21,393,4,18214,@B1Gsad,Le Tour de Sav,11s,"the funny thing about Riley Gaines is the girl who actually got 2nd to Lia Thomas (Emma Weyant) is at this Olympics and got another individual medal. 

no drama, no grifting, just some damn good swimming"
1914,360,1643,8494,523,430037,@ErinInTheMorn,Erin Reed,11s,"These are not “males” boxing in the Olympics.

They are cisgender women. They were born women. They have elevated testosterone levels and some XY chromosomes because of intersex traits.

Cisgender women with XY chromosomes have given birth before.

This moral panic is dumb."
1915,5,96,429,9,8593,@snowboiiii,snowboiiii,11s,the olympics is just something everyone argues about psychotically now because of these right wing freaks crying about imaginary shit. every nation in the world coming together to compete and the main topics are “satanic rituals” and completely fabricated anti-trans hysteria
1916,8,170,1611,20,39824,@kattenbarge,Kat Tenbarge,11s,"It has also BEEN happening for years, with gnc women being threatened in bathrooms as a prominent example. But what we're seeing now with an intersex woman at the Olympics being smeared in viral posts is tragic + terrifying"
1917,79,154,1055,25,31358,@LayahHeilpern,Layah Heilpern,11s,"The Olympics gave you trannies, satanism, nudity, obesity and biological men beating the shit out of women.

If you continue to watch it, you're just supporting it."
1918,23,75,346,36,118586,@jgault13,Jonathan Gault,11s,"Quincy Wilson’s mom posts that her son has been left off the USA’s mixed 4x400 relay at the Olympics.

The 16-year-old Wilson (44.20 sb) is the eighth-fastest man in the world in 2024 and third-fastest American. He finished 6th at the US Olympic Trials.

https://letsrun.com/forum/flat_read.php?thread=12906471…"
1919,14,3,329,2,7441,@James_Athletics,James Rhodes,11s,"To this little kid who dared to dream of the Olympics, you did it. Tomorrow, my childhood dream comes true.

I might not be running as younger me planned, but I get to tell the stories of those who are. A privilege that I won't take  foregranted.

Tomorrow, it begins."
1920,41,10,253,6,11597,@CrazyFenaker,Crazy Fenak,11s,"FYI Khelif is not transgender, but has a disorder of sex development (DSD), which causes some females to have XY chromosomes and blood testosterone levels more typical of a male. She is a biological female."
1921,8,82,1276,12,8292,@mujifren,Comrade Muji (Muji ka Parivar),11s,"He is an Olympic medalist you are a basement dweller Incel

Massive difference in there"
1923,8,54,1212,11,21941,@Devon_OnEarth,𝐃𝐄𝐕𝐎𝐍™,11s,"Mad respect, Leaving an olympic boxing match within a minute and going 'wow I didn't know they could punch that hard. Mods is this allowed' is something I would do too"
1924,15,108,630,22,9274,@thvitboysan,Gojo➹❀,11s,"""toad getting cancelled ""  Audacity while Stanning ratkoko. Meanwhile tae's own country Olympic medalist being whipped for him . Taehyung always winning 

https://x.com/DailylofV/status/1795446290181963988/video/1…"
1925,5,12,245,8,17060,@scottygb,Scott Bryan,11s,"""Can you make an event where you go down some rapids in a canoe, and then you have to move your head as close to a pole, without ever hitting it?""  

The Olympics: ""Sure."""
1926,2,2,169,2,2013,@LFCt0dd,𝗧𝗼𝗱𝗱☭,11s,"The test that banned them is no longer used because of its inaccuracy. She competed at the last Olympics and got knocked out in the quarterfinals, so her higher testosterone clearly hasn’t given her any significant advantage."
1927,72,247,577,4,10977,@stufflistings,Mukul Sharma,11s,"This is the MG Windsor, India's first Intelligent CUV.
The company has also announced that every Olympic medalist from Team India will be gifted an MG Windsor 
#IntelligentCUV #MGWindsor #TeamIndia"
1928,6,10,379,1,4493,@TraumaaaNurse,TraumaNurse,11s,"""Algeria male boxer wins first Olympic fight when female opponent quits"" Fixed it for you 
@CTVNews"
1929,8,30,4342,27,579868,@Doge4Faithful,Holistic ƉOGE 𝕏,11s,"Sorry to hear that , really unfair.
75% … at least pay the whole damn thing if i am a Olympic athlete representing my country. "
1930,13,36,792,4,44775,@Devin_Heroux,Devin Heroux,11s,"FELIX WINS THE FIRST SET 

Felix Auger-Aliassime is playing sensation tennis. He just took the first set 6-4 against  Norway’s Casper Ruud.

Canadian fans cheering Felix on in France. A win and he’s into the Olympic semifinal."
1931,5,8,345,2,1867,@ailderwitha,ailderwitha,11s,"Explain to me, why would a male, in an Islamic country, whos laws criminalize the process of being trans for all ages, not only allow a man to transition into a woman legally, but also send her out to the Olympics?"
1932,424,2084,17426,335,652558,@yaelbt,Yael Bar tur,11s,"Israel’s Peter Paltchik breaking down with coach Oren Smadja after winning bronze in Judo just now. 

Smadja lost his son Omer in Gaza just a month ago. An entire country is crying with them. #Olympics  "
1933,69,403,2908,32,109726,@NBCOlympics,NBC Olympics & Paralympics,11s,"SHOWTIME. 

Simone Biles and Suni Lee are ready to go for the women's all-around individual final. #ParisOlympics 

: NBC and Peacock"
1934,26,112,357,4,5449,@geraldcelente,Gerald Celente,11s,Gazan children are buried under the rubble right now and many have injuries that cannot be treated b/c of the U.S.-sponsored war-crime blockade...But let's worry about men boxing women in the Olympics
1935,614,2030,6035,81,148007,@KariLake,Kari Lake,11s,"This is a video of a man beating a woman.

A woman who trained her entire life to compete for her country in the Olympics, only to have those dreams (& her nose) shattered by a right hook.

Just last week, 
@RubenGallego
 voted to allow this to keep happening to our girls. 

Men don’t belong in women’s sports, & Ruben Gallego doesn’t belong in the Senate."
1936,6,14,406,1,37243,@TSN_Sports,TSN,11s,"1st set goes to Felix! 

 Felix Auger-Aliassime beats  Casper Ruud 6-4 in the 1st set, and is now one set away from an Olympic semifinal berth in Paris."
1937,19,304,2367,77,46539,@XH_Lee23,Li Zexin,11s,"Another history made today for Team China

Zheng Qinwen defeated World No.1 Iga Swiatekand become the first Chinese player into the Olympics tennis women’s singles final! 

Wishing her all the best for a gold medal "
1938,37,406,1260,33,40985,@spikedonline,spiked,11s,"The Olympics have exposed the horrifying misogyny of gender ideology. A boxer with XY chromosomes, who failed two sex tests, was just allowed to punch a woman in the face, while the whole world watched on. The IOC is an utter disgrace, says Lauren Smith"
1939,9,53,273,6,5494,@orenbarsky,Oren Barsky,11s,"This video tells the story of Israel.

The newly crowned Olympic bronze medalist Peter Paltchik, moments after his victory, celebrating with his coach Oren Smadja who lost his son in the battle in Gaza.

Joy mixed with sorrow, and in the end, victory!"
1940,6,23,667,8,167988,@PoliticalShivam,PoliticalShivam,11s,This is one of the darkest days in the history of the Olympics.
1941,7,275,278,1,1249,@Athlerse,Athlerse,11s," The Women’s 20km Race Walk final at the Paris 2024 Olympics was a thrilling event! Congratulations to Yang Jiayu for taking the gold on August 1st.

Who were you cheering for?  #Paris2024"
1942,487,1295,9588,127,254506,@stairwayto3dom,The Saviour,11s,Would you watch the Olympics if the Olympic Games were like this?
1943,3,27,235,13,14170,@albafella1,✙ Albina Fella ✙,11s,"The operators of the 79th Air Assault Brigade's strike drones have their own ""Olympics"". In these shots, our professionals demonstrate an exquisite method of eliminating enemy infantry using drone drops. This work deserves the highest medals!
Source: https://t.me/odshbr79"
1944,3,67,424,4,21355,@FOXSoccer,FOX Soccer,11s,These four countries have both their Men's and Women's Soccer teams in the Knockout Stage at the 2024 Paris Olympics 
1946,82,102,220,18,9931,@wofaase_,Wofaase,11s,"France Embassy: Allow Sarkodie to perform at the Olympic Games opening ceremony or shake body.

Yvonne Nelson and friends:"
1947,59,503,2472,32,69086,@DefenceU,Defense of Ukraine,11s,"russia has been banned from competing in the 2024 Summer Olympics in Paris. However, it continues to break new records in monthly losses in Ukraine.

- largest monthly artillery system losses
- second largest monthly personnel losses
- largest monthly vehicle losses"
1948,15,67,370,11,44069,@qikipedia,Quite Interesting,11s,"At the 1904 Olympics, flagging marathon runner Thomas Hicks was fed a mixture of strychnine, egg whites and brandy during the race. He came first despite hallucinating for the last few miles."
1949,28,46,269,7,13498,@runews,Russian Market,11s,"First, the Olympics openly mocked Jesus at the opening. 

Now, they just let this DUDE beat up a woman on live TV."
1950,19,109,511,4,11965,@NOCAzerbaijan,NOC Azerbaijan,11s,"Azərbaycanın Olimpiya Çempionu: Zelim Kotsoyev

Zelim Kotsoyev Paris 2024 Yay Olimpiya Oyunlarında qızıl medal qazanaraq bu günü Azərbaycan xalqı üçün xüsusi etməyi bacardı!

Qələbə münasibətilə xalqımızı təbrik edirik! 

#paris2024 #teamAZE #Olympics #StrongerTogether"
1951,2,151,644,7,6113,@thvnewl,αdrαsteiα,11s,"Do you see the size of Kim Taehyung's impact now?

where an Olympic athlete defeats Japan and advances to the semifinals and still asks

"" BTS V, did i do well? 

shin yubin we are all rooting for you "
1952,5,86,649,4,9227,@uncanny_eli,anatomie d’une fruit,11s,fuck imane kherif’s olympics opponent. definition of a white woman harnessing racist disinformation to paint herself as a ‘righteous’ white sportswoman. solidarity with kherif and fuck anyone complicit in this bizarre public humiliation spectacle against her
1953,31,56,354,3,10467,@XAVIAERD,Xaviaer DuRousseau,11s,"Me if standing on the right side of history was an Olympic sport 

America First
All Lives Matter
Stand with Israel
Convicted Felon > Kamala Harris
Nicki > Cardi
Keep men out of women’s sports
Epstein didn’t kill himself 
Palestine does not exist"
1954,4,92,963,68,30294,@RacchaRidhvik,R R,11s,"Women’s boxing 
@Olympics
 :"
1955,5,41,188,5,8745,@hannahf1776,Hannah Faulkner,11s,"My friend 
@paytonmcnabb_
 has partial paralysis from a male player posing as a woman in her High school sport. 

Today, during the Olympics we saw a man posing as a woman beating up a woman. This used to be a crime. 

What is it going to take for the Democrats to say ENOUGH?"
